Doing Bcells and IL246
[INFO] Processing IL246, Bcells, fold 0, marker CD25
[INFO] Processing IL246, CD4Tregs, fold 3, marker pSTAT6
[INFO] Processing IL246, CD4Tregs, fold 3, marker pp38
Doing CD4negCD8negTcells and IL246
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker CD25
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker HLADR
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker IkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pCREB
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pERK
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pMK2
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pNFkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pS6
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pSTAT1
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pSTAT3
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pSTAT5
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pSTAT6
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pp38
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker CD25
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker HLADR
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker IkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pCREB
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pERK
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pMK2
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pNFkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pS6
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pSTAT1
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pSTAT3
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pSTAT5
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pSTAT6
[INFO] Processing IL246, CD4negCD8negTcells, fold 0, marker pp38
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker CD25
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker HLADR
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker IkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pCREB
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pERK
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pMK2
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pNFkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pS6
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pSTAT1
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pSTAT3
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pSTAT5
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pSTAT6
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pp38
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker CD25
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker HLADR
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker IkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pCREB
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pERK
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pMK2
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pNFkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pS6
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pSTAT1
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pSTAT3
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pSTAT5
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pSTAT6
[INFO] Processing IL246, CD4negCD8negTcells, fold 1, marker pp38
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker CD25
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker HLADR
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker IkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pCREB
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pERK
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pMK2
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pNFkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pS6
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pSTAT1
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pSTAT3
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pSTAT5
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pSTAT6
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pp38
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker CD25
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker HLADR
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker IkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pCREB
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pERK
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pMK2
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pNFkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pS6
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pSTAT1
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pSTAT3
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pSTAT5
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pSTAT6
[INFO] Processing IL246, CD4negCD8negTcells, fold 2, marker pp38
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker CD25
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker HLADR
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker IkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pCREB
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pERK
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pMK2
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pNFkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pS6
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pSTAT1
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pSTAT3
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pSTAT5
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pSTAT6
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pp38
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker CD25
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker HLADR
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker IkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pCREB
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pERK
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pMK2
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pNFkB
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pS6
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pSTAT1
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pSTAT3
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pSTAT5
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pSTAT6
[INFO] Processing IL246, CD4negCD8negTcells, fold 3, marker pp38
Doing CD56hiCD16negNK and IL246
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker CD25
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker HLADR
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker IkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pCREB
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pERK
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pMK2
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pNFkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pS6
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pSTAT1
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pSTAT3
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pSTAT5
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pSTAT6
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pp38
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker CD25
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker HLADR
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker IkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pCREB
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pERK
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pMK2
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pNFkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pS6
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pSTAT1
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pSTAT3
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pSTAT5
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pSTAT6
[INFO] Processing IL246, CD56hiCD16negNK, fold 0, marker pp38
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker CD25
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker HLADR
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker IkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pCREB
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pERK
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pMK2
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pNFkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pS6
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pSTAT1
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pSTAT3
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pSTAT5
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pSTAT6
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pp38
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker CD25
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker HLADR
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker IkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pCREB
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pERK
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pMK2
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pNFkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pS6
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pSTAT1
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pSTAT3
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pSTAT5
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pSTAT6
[INFO] Processing IL246, CD56hiCD16negNK, fold 1, marker pp38
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker CD25
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker HLADR
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker IkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pCREB
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pERK
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pMK2
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pNFkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pS6
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pSTAT1
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pSTAT3
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pSTAT5
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pSTAT6
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pp38
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker CD25
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker HLADR
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker IkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pCREB
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pERK
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pMK2
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pNFkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pS6
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pSTAT1
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pSTAT3
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pSTAT5
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pSTAT6
[INFO] Processing IL246, CD56hiCD16negNK, fold 2, marker pp38
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker CD25
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker HLADR
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker IkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pCREB
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pERK
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pMK2
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pNFkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pS6
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pSTAT1
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pSTAT3
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pSTAT5
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pSTAT6
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pp38
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker CD25
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker HLADR
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker IkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pCREB
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pERK
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pMK2
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pNFkB
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pS6
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pSTAT1
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pSTAT3
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pSTAT5
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pSTAT6
[INFO] Processing IL246, CD56hiCD16negNK, fold 3, marker pp38
Doing CD56loCD16posNK and IL246
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker CD25
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker HLADR
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker IkB
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pCREB
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pERK
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pMK2
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pNFkB
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pS6
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pSTAT1
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pSTAT3
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pSTAT5
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pSTAT6
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pp38
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker CD25
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker HLADR
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker IkB
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pCREB
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pERK
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pMK2
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pNFkB
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pS6
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pSTAT1
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pSTAT3
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pSTAT5
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pSTAT6
[INFO] Processing IL246, CD56loCD16posNK, fold 0, marker pp38
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker CD25
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker HLADR
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker IkB
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pCREB
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pERK
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pMK2
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pNFkB
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pS6
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pSTAT1
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pSTAT3
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pSTAT5
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pSTAT6
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pp38
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker CD25
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker HLADR
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker IkB
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pCREB
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pERK
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pMK2
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pNFkB
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pS6
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pSTAT1
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pSTAT3
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pSTAT5
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pSTAT6
[INFO] Processing IL246, CD56loCD16posNK, fold 1, marker pp38
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker CD25
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker HLADR
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker IkB
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pCREB
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pERK
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pMK2
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pNFkB
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pS6
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pSTAT1
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pSTAT3
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pSTAT5
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pSTAT6
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pp38
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker CD25
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker HLADR
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker IkB
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pCREB
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pERK
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pMK2
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pNFkB
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pS6
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pSTAT1
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pSTAT3
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pSTAT5
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pSTAT6
[INFO] Processing IL246, CD56loCD16posNK, fold 2, marker pp38
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker CD25
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker HLADR
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker IkB
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pCREB
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pERK
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pMK2
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pNFkB
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pS6
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pSTAT1
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pSTAT3
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pSTAT5
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pSTAT6
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pp38
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker CD25
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker HLADR
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker IkB
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pCREB
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pERK
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pMK2
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pNFkB
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pS6
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pSTAT1
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pSTAT3
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pSTAT5
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pSTAT6
[INFO] Processing IL246, CD56loCD16posNK, fold 3, marker pp38
Doing CD8Tcells_Th1 and IL246
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker CD25
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker HLADR
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker IkB
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pCREB
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pERK
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pMK2
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pNFkB
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pS6
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pSTAT1
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pSTAT3
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pSTAT5
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pSTAT6
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pp38
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker CD25
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker HLADR
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker IkB
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pCREB
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pERK
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pMK2
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pNFkB
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pS6
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pSTAT1
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pSTAT3
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pSTAT5
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pSTAT6
[INFO] Processing IL246, CD8Tcells_Th1, fold 0, marker pp38
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker CD25
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker HLADR
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker IkB
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pCREB
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pERK
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pMK2
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pNFkB
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pS6
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pSTAT1
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pSTAT3
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pSTAT5
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pSTAT6
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pp38
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker CD25
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker HLADR
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker IkB
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pCREB
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pERK
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pMK2
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pNFkB
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pS6
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pSTAT1
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pSTAT3
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pSTAT5
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pSTAT6
[INFO] Processing IL246, CD8Tcells_Th1, fold 1, marker pp38
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker CD25
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker HLADR
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker IkB
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pCREB
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pERK
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pMK2
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pNFkB
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pS6
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pSTAT1
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pSTAT3
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pSTAT5
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pSTAT6
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pp38
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker CD25
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker HLADR
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker IkB
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pCREB
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pERK
[INFO] Processing IL246, CD8Tcells_Th1, fold 2, marker pMK2
